person_id,rownum,binary_choice,price_to_inc,range,acceleration,top_speed,pollution,size,big_enough,luggage_space,operating_cost,station_availability,suv,sports_car,station_wagon,truck,van,ev,commute_x_ev,college_x_ev,cng,methanol,college_x_methanol,not_ev,not_cng,j,y
15,94,0,1.9313856,250,2.5,85,0.1,1,0,1.0,8,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,5
15,95,0,2.7591223,250,4.0,110,0.75,2,0,1.0,4,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,5
15,96,1,2.7591223,250,4.0,110,0.75,2,0,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5
16,97,0,8.4371306,75,6.0,65,0.0,3,1,1.0,8,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2
16,98,0,8.4371306,75,6.0,65,0.0,3,1,1.0,8,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2
16,99,1,5.459319799999999,250,2.5,110,0.4,3,1,0.7,2,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
16,100,0,5.459319799999999,250,2.5,110,0.4,3,1,0.7,2,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,2
16,101,0,7.444527000000001,250,4.0,85,0.25,2,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
16,102,0,7.444527000000001,250,4.0,85,0.25,2,0,1.0,6,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,2
17,103,0,1.0224889000000001,200,2.5,85,0.0,3,0,0.7,8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
17,104,1,1.0224889000000001,200,2.5,85,0.0,3,0,0.7,8,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
17,105,0,1.1503,75,4.0,140,0.4,3,0,1.0,6,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1
17,106,0,1.1503,75,4.0,140,0.4,3,0,1.0,6,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,3,1
17,107,0,1.2781111,300,6.0,85,0.75,2,0,1.0,8,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1
17,108,0,1.2781111,300,6.0,85,0.75,2,0,1.0,8,0.3,0,0,1,0,0,0,0,0,0,1,0,1,0,5,1
18,109,0,3.3109468,125,4.0,100,0.0,3,1,1.0,1,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2
18,110,0,3.3109468,125,4.0,100,0.0,3,1,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2
18,111,1,3.5868589999999996,300,6.0,85,0.4,3,1,0.7,8,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,2
18,112,0,3.5868589999999996,300,6.0,85,0.4,3,1,0.7,8,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,2
18,113,0,4.1386835,250,2.5,95,0.75,2,0,1.0,2,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,4,2
18,114,0,4.1386835,250,2.5,95,0.75,2,0,1.0,2,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,5,2
19,115,0,3.3109468,200,2.5,100,0.0,3,0,0.7,4,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4
19,116,0,3.3109468,200,2.5,100,0.0,3,0,0.7,4,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4
19,117,0,4.1386835,300,4.0,95,0.25,1,0,1.0,2,0.7,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
19,118,0,4.1386835,300,4.0,95,0.25,1,0,1.0,2,0.7,0,0,0,1,0,0,0,0,0,1,1,1,0,3,4
19,119,1,4.4145957000000005,350,6.0,110,0.5,2,0,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
19,120,0,4.4145957000000005,350,6.0,110,0.5,2,0,1.0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
20,121,0,5.9556216,125,2.5,65,0.0,2,0,0.7,4,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
20,122,0,5.9556216,125,2.5,65,0.0,2,0,0.7,4,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,4
20,123,0,7.444527000000001,250,4.0,140,0.75,3,1,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4
20,124,0,7.444527000000001,250,4.0,140,0.75,3,1,1.0,4,0.3,0,0,0,1,0,0,0,0,0,1,0,1,0,3,4
20,125,1,7.9408288,300,6.0,85,0.25,1,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
20,126,0,7.9408288,300,6.0,85,0.25,1,0,1.0,6,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
21,127,0,4.8568222,200,4.0,100,0.0,3,0,1.0,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5
21,128,0,4.8568222,200,4.0,100,0.0,3,0,1.0,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,5
21,129,0,5.3680666,75,6.0,85,0.4,3,0,1.0,4,0.1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,5
21,130,0,5.3680666,75,6.0,85,0.4,3,0,1.0,4,0.1,0,1,0,0,0,0,0,0,1,0,0,1,1,3,5
21,131,0,4.3455777,350,2.5,110,0.25,2,0,1.0,8,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,5
21,132,1,4.3455777,350,2.5,110,0.25,2,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5
22,133,0,4.690508,125,2.5,65,0.0,3,0,0.7,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
22,134,0,4.690508,125,2.5,65,0.0,3,0,0.7,1,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,4
22,135,0,3.0350346,300,4.0,110,0.6,2,0,1.0,8,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
22,136,0,3.0350346,300,4.0,110,0.6,2,0,1.0,8,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4
22,137,1,4.1386835,300,6.0,85,0.5,3,0,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
22,138,0,4.1386835,300,6.0,85,0.5,3,0,1.0,4,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,4
23,139,0,4.690508,125,6.0,85,0.0,0,0,0.7,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
23,140,0,4.690508,125,6.0,85,0.0,0,0,0.7,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2
23,141,1,3.0350346,300,2.5,140,0.25,1,0,1.0,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
23,142,0,3.0350346,300,2.5,140,0.25,1,0,1.0,4,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2
23,143,0,3.5868589999999996,250,4.0,85,0.6,2,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2
23,144,0,3.5868589999999996,250,4.0,85,0.6,2,0,1.0,6,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,2
24,145,1,7.0659681,125,4.0,65,0.0,3,0,1.0,8,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
24,146,0,7.0659681,125,4.0,65,0.0,3,0,1.0,8,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
24,147,0,7.3871485,300,6.0,110,0.1,2,0,0.7,8,0.1,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0
24,148,0,7.3871485,300,6.0,110,0.1,2,0,0.7,8,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0
24,149,0,5.4600663,250,2.5,140,0.4,3,0,1.0,2,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,4,0
24,150,0,5.4600663,250,2.5,140,0.4,3,0,1.0,2,0.3,0,0,1,0,0,0,0,0,0,1,1,1,0,5,0
25,151,0,4.1386835,125,6.0,100,0.0,1,0,1.0,4,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2
25,152,0,4.1386835,125,6.0,100,0.0,1,0,1.0,4,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2
25,153,1,4.4145957000000005,300,2.5,85,0.25,2,0,1.0,6,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
25,154,0,4.4145957000000005,300,2.5,85,0.25,2,0,1.0,6,0.3,0,0,1,0,0,0,0,0,1,0,0,1,1,3,2
25,155,0,3.5868589999999996,300,4.0,110,1.0,3,0,1.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
25,156,0,3.5868589999999996,300,4.0,110,1.0,3,0,1.0,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,2
26,157,0,3.3927834000000003,125,4.0,55,0.0,3,0,0.7,4,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
26,158,0,3.3927834000000003,125,4.0,55,0.0,3,0,0.7,4,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4
26,159,0,2.1953304,300,6.0,95,0.1,2,0,0.7,2,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
26,160,0,2.1953304,300,6.0,95,0.1,2,0,0.7,2,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4
26,161,1,2.9936324,300,2.5,140,0.75,3,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
26,162,0,2.9936324,300,2.5,140,0.75,3,0,1.0,6,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,4
27,163,0,0.96354111,300,4.0,110,0.25,3,0,0.7,2,0.3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4
27,164,0,0.96354111,300,4.0,110,0.25,3,0,0.7,2,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4
27,165,0,1.1241313,250,6.0,140,0.6,3,0,1.0,4,0.7,0,0,0,1,0,0,0,0,0,1,0,1,0,2,4
27,166,0,1.1241313,250,6.0,140,0.6,3,0,1.0,4,0.7,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4
27,167,1,1.4453117,300,2.5,85,1.0,2,0,1.0,6,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4
27,168,0,1.4453117,300,2.5,85,1.0,2,0,1.0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
28,169,1,6.6218936,200,4.0,65,0.0,3,0,1.0,2,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
28,170,0,6.6218936,200,4.0,65,0.0,3,0,1.0,2,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
28,171,0,4.690508,75,6.0,110,0.1,1,0,1.0,4,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
28,172,0,4.690508,75,6.0,110,0.1,1,0,1.0,4,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,0
28,173,0,5.7941569,350,2.5,85,0.75,2,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
28,174,0,5.7941569,350,2.5,85,0.75,2,0,1.0,8,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0
29,175,0,3.9704144,125,6.0,65,0.0,3,0,1.0,4,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
29,176,0,3.9704144,125,6.0,65,0.0,3,0,1.0,4,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2
29,177,1,4.4667162000000005,300,2.5,110,0.6,1,0,0.7,4,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,2,2
29,178,0,4.4667162000000005,300,2.5,110,0.6,1,0,0.7,4,0.7,0,0,1,0,0,0,0,0,1,0,0,1,1,3,2
29,179,0,2.9778108,300,4.0,85,0.5,2,0,1.0,8,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,2
29,180,0,2.9778108,300,4.0,85,0.5,2,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2
30,181,0,7.0659681,200,4.0,55,0.0,3,0,1.0,4,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
30,182,0,7.0659681,200,4.0,55,0.0,3,0,1.0,4,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4
30,183,0,7.3871485,75,6.0,95,0.6,2,0,1.0,4,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
30,184,0,7.3871485,75,6.0,95,0.6,2,0,1.0,4,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4
30,185,1,6.102427,350,2.5,140,0.5,3,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
30,186,0,6.102427,350,2.5,140,0.5,3,0,1.0,8,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,4
31,187,0,3.7871010999999997,125,2.5,100,0.0,2,0,0.7,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4
31,188,0,3.7871010999999997,125,2.5,100,0.0,2,0,0.7,2,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4
31,189,0,2.7772075000000003,250,4.0,95,0.4,3,0,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4
31,190,0,2.7772075000000003,250,4.0,95,0.4,3,0,1.0,4,0.3,0,0,0,1,0,0,0,0,0,1,0,1,0,3,4
31,191,1,3.2821542999999997,300,6.0,110,0.75,3,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
31,192,0,3.2821542999999997,300,6.0,110,0.75,3,0,1.0,6,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
32,193,0,4.035965099999999,50,6.0,65,0.0,2,0,0.7,8,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
32,194,0,4.035965099999999,50,6.0,65,0.0,2,0,0.7,8,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2
32,195,1,3.0863263,350,2.5,140,0.4,3,1,1.0,8,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2
32,196,0,3.0863263,350,2.5,140,0.4,3,1,1.0,8,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,3,2
32,197,0,3.5611457000000004,400,4.0,85,0.75,3,1,1.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
32,198,0,3.5611457000000004,400,4.0,85,0.75,3,1,1.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,2
33,199,0,4.8177056,125,4.0,85,0.0,2,0,1.0,2,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
