mktid,prodid,price,sjt,s0t,x1_1,x1_2,x1_3,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,delta,firmid
1,21,5.11590795643278,0.0008855694441366,0.258113128584142,1,0.208507496450647,0.733996638642671,0.442118187509694,0.478836626254856,0.458835800580461,0.405004899774487,0.639286222045303,0.208190755145767,0.408686873696957,0.0433433905281645,0.202859652517193,0.193931179824701,-5.67492237289068,3
1,22,3.74513234010405,0.0020792888152925,0.258113128584142,1,0.408027244398538,0.31777791950824,0.440122990030215,0.4829988134462,0.438883825785672,0.44662677168793,0.323343604162792,0.653159139148784,0.104551086352985,0.426616861053581,0.19316286168069,0.215720200778577,-4.82137205217838,3
1,23,3.40738568239076,0.0086875224064775,0.258113128584142,1,0.560678864641776,0.395902673940836,0.438596473827782,0.482217565901874,0.423618663761348,0.43881429624467,0.0200173514303332,0.477173269377202,0.0004006943582854,0.227694329008128,0.185797652173364,0.211603961818049,-3.39151018164989,3
1,24,4.75109741152301,0.0010310928167471,0.258113128584142,1,0.412655018619747,0.373055254754433,0.440076712288003,0.482446040093738,0.438421048363551,0.441099038163311,0.665447989067385,0.910995830815028,0.442821026153827,0.829913403762362,0.192938893561691,0.212806484251046,-5.52277874477468,3
1,25,5.06162402533234,0.0004039251621734,0.258113128584142,1,0.269013184413698,0.414968951185044,0.441513130630063,0.482026903129432,0.452785231784156,0.43690766852025,0.871203128193349,0.591884944352313,0.758994890573876,0.35032778735094,0.199910625188082,0.210601250410316,-6.4599236320257,3
1,26,4.41659175014388,0.008077036855914,0.258113128584142,1,0.76546202330886,0.0219124413695839,0.436548642241112,0.485957468227587,0.40314034789464,0.476213319501796,0.475284016735559,0.451051656619794,0.225894896564287,0.203447596939461,0.175990371506014,0.231419419081348,-3.4643728921809,3
1,27,4.87332074849008,0.0009617291093433,0.258113128584142,1,0.20645715017722,0.735027038254528,0.442138690972428,0.478826322258737,0.459040835207804,0.404901859813301,0.463938210938865,0.763695121477905,0.215238663569155,0.583230238569152,0.202959713981668,0.193877668410126,-5.59242043079014,3
1,28,5.82544205506734,0.0018118180441584,0.258113128584142,1,0.614634286657941,0.57586090223627,0.438056919607621,0.48041798361892,0.418223121559732,0.420818473415127,0.920677434017399,0.990972486709189,0.847646937508861,0.982026469414593,0.18320553233914,0.202168762467687,-4.9590671862528,3
1,29,5.07354487721583,0.0546756377109496,0.258113128584142,1,0.940915724539768,0.888389343896507,0.434794105228803,0.477292699202318,0.385594977771549,0.389565629249103,0.52671644573969,0.112793285148619,0.277430214212652,0.0127223251746176,0.167654423340901,0.185936830700754,-1.55197974153935,3
1,30,4.7450151685131,0.0010512294517765,0.258113128584142,1,0.410514509047063,0.327154472599428,0.44009811738373,0.482905047915288,0.43863509932082,0.445689116378811,0.680375533370741,0.601943196795036,0.46291086640952,0.362335612167827,0.193042481429518,0.215225524100232,-5.50343758605335,3
1,31,3.9874114811048,0.0008738421576471,0.258113128584142,1,0.0266879524945662,0.634429188403673,0.443936382949255,0.479832300757246,0.384521790650869,0.509708751638226,0.18836813243332,0.268065767496632,0.0354825533164169,0.0718592557035586,0.170703212906717,0.244574723014674,-5.68825348899438,4
1,32,4.0576368641679,0.0068149954023799,0.258113128584142,1,0.504141520390684,0.541229931210686,0.439161847270293,0.480764293329176,0.336776433861258,0.519028677357525,0.135724999248438,0.393782612468248,0.0184212754209886,0.155064745882318,0.147899360811612,0.249530455287367,-3.63427258118453,4
1,33,4.34331752603696,0.0004776995598528,0.258113128584142,1,0.0227676987161874,0.744213309450528,0.443975585487038,0.478734459546777,0.384913816028707,0.498730339533541,0.425493675017833,0.649891971990079,0.181044867480181,0.422359575257153,0.170892336833395,0.23875939955617,-6.29217125167528,4
1,34,5.42845259037703,0.0003273541290389,0.258113128584142,1,0.259257417223534,0.247526536587132,0.441610688301965,0.483701327275411,0.361264844177973,0.548399016819881,0.870893322897832,0.575208300489488,0.758455179868027,0.330864588952006,0.159538416496737,0.265261332312307,-6.67011070234523,4
1,35,5.83716093161768,0.0004771302880436,0.258113128584142,1,0.167342265063649,0.851039687619993,0.442529839823564,0.477666195765083,0.370456359393961,0.488047701716594,0.810424703038909,0.613877644640431,0.656788199295704,0.376845762589284,0.16393799338423,0.233123889030857,-6.29336365653747,4
1,36,6.55597862149618,0.0049245632629933,0.258113128584142,1,0.829965628106585,0.487262512303164,0.435903606193134,0.481303967518251,0.304194023089668,0.524425419248277,0.96752075750668,0.807013228783218,0.9360964162063,0.651270351431114,0.132599271647184,0.252408034951618,-3.9591623785732,4
1,37,4.40261562096596,0.0055516156494896,0.258113128584142,1,0.425913006389827,0.964616858786603,0.439944132410302,0.476530424053417,0.344599285261343,0.476689984599933,0.22462351833254,0.598716605929585,0.0504557249880889,0.358461574215842,0.151604433583512,0.227157280503423,-3.83930897828958,4
1,38,4.32802190249808,0.0005420676622431,0.258113128584142,1,0.198087843211853,0.393211035843525,0.442222384042082,0.482244482282847,0.367381801579141,0.533830566894241,0.532516307616038,0.644757732320685,0.283573617877019,0.415712533387312,0.162464456148003,0.257436845358672,-6.16576241894749,4
1,39,4.66788311118239,0.0114845227111837,0.258113128584142,1,0.808563937653922,0.222221636722912,0.436117623097661,0.483954376274054,0.306334192134934,0.550929506806302,0.386515427764453,0.733097185008112,0.149394175899938,0.537431482666817,0.13359773974743,0.266624745837416,-3.11239769400371,4
1,40,4.03840467266273,0.0138191092481177,0.258113128584142,1,0.629178589752453,0.645766007857722,0.437911476576676,0.479718932562705,0.324272726925081,0.508575069692822,0.214667398487566,0.147300818282147,0.0460820919734196,0.02169753106659,0.142002748661307,0.243973089561044,-2.92734560926458,4
1,41,4.62809023321299,0.000507208008148,0.258113128584142,1,0.234788572321452,0.450103394859473,0.441855376750986,0.481675558692688,0.326770730350629,0.397874605161397,0.770777564912991,0.235311608171558,0.5940980545732,0.055371552940285,0.144385404170272,0.191646472730749,-6.23223205874874,5
1,42,4.84228670939556,0.0001011974184948,0.258113128584142,1,0.0169091610566169,0.180977460326213,0.444034170863634,0.484366818038021,0.348558671477113,0.424787198614723,0.999385746601946,0.181019669256565,0.998771870511128,0.0327681206577561,0.15477196068667,0.205752823736298,-7.84408000309849,5
1,43,3.28123534285277,0.0018114848122507,0.258113128584142,1,0.339589233154617,0.158245960258317,0.440807370142654,0.484594133038699,0.316290664267313,0.427060348621513,0.250479472765457,0.147829135897184,0.0627399662768614,0.0218534534201081,0.139423255916347,0.206950939395447,-4.95925112445605,5
1,44,3.96731514059331,0.0048218109581673,0.258113128584142,1,0.369515926579256,0.61950603357073,0.440508103208408,0.479981532305575,0.313297994924849,0.380934341290271,0.0686077459448805,0.22436186271145,0.0047070228036372,0.0503382454393514,0.138010305483343,0.182841448840319,-3.98024839673987,5
1,45,4.70094165638851,0.0132726670236731,0.258113128584142,1,0.806961734501883,0.433679792417092,0.436133645129181,0.481839794717112,0.269553414132586,0.399516965405635,0.402258698218711,0.908088996049319,0.161812060292612,0.824625624745861,0.117561313062661,0.192503172597055,-2.967691162113,5
1,46,5.30753102804252,0.001933579887281,0.258113128584142,1,0.529370988380973,0.637842307931219,0.43890955259039,0.47979816956197,0.297312488744677,0.379100713854222,0.737156352400125,0.817124673471105,0.543399487883857,0.66769273199526,0.130493291414462,0.181891828586892,-4.89402482304312,5
1,47,4.76654468690396,0.0004479063639953,0.258113128584142,1,0.184075008150248,0.581501123355031,0.442362512392698,0.480361581407732,0.33184208676775,0.384734832311841,0.792915721246505,0.301531519285585,0.628715340999865,0.0909212571226733,0.146794499220217,0.184811832471955,-6.35656904905182,5
1,48,5.28029717310999,0.0022479286646557,0.258113128584142,1,0.642756699162697,0.0364061297471591,0.437775695482573,0.485812531343811,0.285973917666505,0.439244331672628,0.679791242666112,0.983673934781606,0.462116133605536,0.967614409968727,0.12519243069633,0.2133904006483,-4.74338877297678,5
1,49,5.19656137763775,0.0006686211451428,0.258113128584142,1,0.168354265007364,0.758098104029114,0.442519719824127,0.478595611600992,0.333414161082038,0.367075134244433,0.731787037408806,0.110800019767868,0.535512268119557,0.01227664438056,0.14754234114742,0.17568054837723,-5.95593565119772,5
1,50,4.05016536464384,0.0015082231136548,0.258113128584142,1,0.210174287512638,0.572489139979095,0.442101519599074,0.480451701241492,0.329232158831511,0.385636030649435,0.242628251593438,0.0846867988976124,0.0588684684712888,0.0071718539075246,0.145554037720295,0.185279486985537,-5.14246575970658,5
1,51,5.25575795815115,0.0005520277794357,0.258113128584142,1,0.400286968091762,0.0570826831130601,0.440200392793283,0.485605765810152,0.377058986059632,0.416805606573321,0.9279146027873,0.304918375161143,0.861025510065913,0.0929752155109117,0.165981513769687,0.202403205774003,-6.14755488060695,6
1,52,4.34499845262458,0.0002172457757217,0.258113128584142,1,0.0011858224966528,0.225949152207587,0.444191404249234,0.483917101119207,0.416969100619143,0.399918959663868,0.517370347854669,0.437460794532992,0.267672076839261,0.191371946753437,0.185214090332557,0.193527623643148,-7.08012393104485,6
1,53,4.21971930375385,0.0043900757694922,0.258113128584142,1,0.587480546183653,0.0059101991694499,0.438328457012364,0.486117490649588,0.358339628250443,0.421922854967682,0.368507683723062,0.273101788190187,0.135797912962936,0.074584586712678,0.157070456337401,0.2051040795046,-4.07405148519679,6
1,54,4.06687992555973,0.0008791248297154,0.258113128584142,1,0.161812682130179,0.610193819834897,0.442585135652898,0.480074654442934,0.40090641465579,0.361494492901138,0.319234599965542,0.589449116178324,0.10191072981516,0.347450260563407,0.17743521991455,0.173544343762537,-5.68222634975214,6
1,55,4.93355397113435,0.0035992792735594,0.258113128584142,1,0.513232344464439,0.700844054717761,0.439070939029556,0.479168152094105,0.365764448422364,0.352429469412851,0.559520679296166,0.277869868931655,0.313063390560043,0.0772116640600953,0.160596539832435,0.168872977602062,-4.27266434807039,6
1,56,5.01063762538451,0.0019286293127057,0.258113128584142,1,0.533155542742839,0.426894026340542,0.438871707046772,0.481907652377877,0.363772128594524,0.379824472250573,0.672754420191806,0.809045406865577,0.452598509887613,0.654554470370287,0.159649295052317,0.18304031973794,-4.89658842176616,6
1,57,4.82942122458209,0.0271243103054278,0.258113128584142,1,0.772015056418022,0.980233345885649,0.43648311191002,0.476374259182426,0.339886177227006,0.324490540296062,0.321243574211158,0.635009010710939,0.10319743397196,0.403236443684085,0.148354576331244,0.154578940745242,-2.25296758669101,6
1,58,4.16295239679151,0.003594993002959,0.258113128584142,1,0.39343546803817,0.812359472727525,0.440268907793819,0.478052997914007,0.377744136064991,0.341277927611875,0.332020172727088,0.370494142021368,0.110237395097726,0.13726590927215,0.166308998210853,0.163148936416736,-4.27385592685496,6
1,59,3.10093379289232,0.000955712057134,0.258113128584142,1,0.108931781827418,0.356758174345218,0.443113944655926,0.48260901089783,0.406194504686066,0.386838057450105,0.0068274220439361,0.717358959436581,4.66136917660254e-05,0.514603876683934,0.179990449269003,0.186691532283633,-5.59869657846607,6
1,60,4.55673700991337,0.0053225148537965,0.258113128584142,1,0.699340616294946,0.0489138205045829,0.437209856311251,0.485687454436237,0.347153621239313,0.417622492834169,0.53409801898311,0.353879136345787,0.285260693881682,0.12523044314084,0.151778984859971,0.202834005459943,-3.88145206316318,6
1,61,4.70977829794751,0.0051233456585069,0.258113128584142,1,0.476833486804929,0.87986026459216,0.439434927606151,0.477377989995361,0.390377053469532,0.470607448599,0.492389342304699,0.178994824724254,0.242447264415254,0.0320391472780664,0.171545312230486,0.224657637889036,-3.91959029712659,7
1,62,6.12318239543868,0.0172429713054056,0.258113128584142,1,0.94125729215174,0.608930872679778,0.434790689552683,0.480087283914485,0.343934672934851,0.497700387790239,0.930400390415529,0.0450597718182175,0.865644886485369,0.0020303830363098,0.14953959360642,0.238939627377401,-2.7059933718138,7
1,63,4.06762916114286,0.0004593304448616,0.258113128584142,1,0.152744078043889,0.0665376829785566,0.442675821693761,0.485511215811497,0.422785994345636,0.551939706760361,0.400736262406433,0.510689300206217,0.160589552007477,0.260803561345116,0.187157137447568,0.267972918083864,-6.33138337619667,7
1,64,4.32701344207784,0.0002223967085323,0.258113128584142,1,0.0187102154731975,0.229233765199537,0.444016160319468,0.483884254989287,0.436189380602705,0.535670098538263,0.642086165729661,0.186250384939177,0.412274644221418,0.0346892058899915,0.19367513394734,0.259202326551225,-7.05669048818005,7
1,65,4.70686828944691,0.0280372138371269,0.258113128584142,1,0.80162057891874,0.644345899533703,0.436187056685013,0.479733133645946,0.357898344258151,0.494158885104846,0.200613494531952,0.628936170436702,0.0402457741883217,0.395560706483584,0.156110625374402,0.237064390470335,-2.2198652783394,7
1,66,4.16670770748867,0.0005997641519516,0.258113128584142,1,0.104308819843582,0.367234254935692,0.443160174275764,0.482504250091926,0.427629520165667,0.521870049564647,0.299283401180982,0.799934522601386,0.0895705542224567,0.639895240449508,0.189508372682078,0.251804516910626,-6.06461675282314,7
1,67,3.73270565996336,0.0081075844329502,0.258113128584142,1,0.497310860983486,0.551340185573334,0.439230153864365,0.480663190785549,0.388329316051676,0.503459456500883,0.0503423938519146,0.293537895394416,0.0025343566187412,0.0861644960325828,0.170565945239422,0.241994428792873,-3.460597998377,7
1,68,4.41385014800296,0.0007138827394135,0.258113128584142,1,0.0364294419327079,0.745158576926113,0.443838968054873,0.478725006872022,0.434417457956754,0.484077617365605,0.432843671830235,0.147817319543476,0.18735364424348,0.0218499599570182,0.192811396244547,0.231740060699941,-5.89043453234346,7
1,69,5.81419158923071,0.0011159950928604,0.258113128584142,1,0.497062686079759,0.566267514247954,0.439232635613403,0.480513917498803,0.388354133542049,0.501966723633421,0.948086317323107,0.716064521645197,0.89886766509529,0.512748399158964,0.170577809627034,0.241201996827134,-5.44365150482937,7
1,70,5.68845927571225,0.036363875805725,0.258113128584142,1,0.854326561268219,0.927025733915338,0.435659996861518,0.476906335302129,0.352627746023203,0.465890901666683,0.486364438726673,0.172259837787037,0.236550367257912,0.0296734517144165,0.153625802725753,0.222186322564462,-1.95982211275499,7
1,71,4.94828612905505,0.0002257750486033,0.258113128584142,1,0.0850659208374962,0.399029694407591,0.443352603265825,0.482186295697207,0.298641760499083,0.343683280559287,0.635219887432787,0.838665114315005,0.403504305390123,0.703359173969,0.132403601961157,0.165719367945946,-7.04161410727242,8
1,72,4.32250936546654,0.0011409710131891,0.258113128584142,1,0.357530319483666,0.134833231678052,0.440627959279364,0.484828260324502,0.271395320634466,0.370102926832241,0.504210324933851,0.155800697066022,0.254228051769899,0.0242738572062583,0.119584366289133,0.179436358157082,-5.42151830588537,8
1,73,4.19997683434496,0.001187632264788,0.258113128584142,1,0.424586638464576,0.12650820500387,0.439957396089554,0.484911510591244,0.264689688736375,0.370935429499659,0.635356584831557,0.261968658366755,0.403677989888819,0.0686275779664777,0.11645218622821,0.179870859450491,-5.38143634010191,8
1,74,5.34885719362134,0.0001236347888308,0.258113128584142,1,0.0072831857647243,0.614501629478891,0.444130430616553,0.480031576346494,0.30642003400636,0.322136087052157,0.911094203561497,0.940788427621154,0.830092647763358,0.885082865545884,0.136090461652783,0.154635493665738,-7.64382128222934,8
1,75,5.12848122017702,0.0057242719996491,0.258113128584142,1,0.635732243339635,0.46780408901066,0.437845940040804,0.481498551751176,0.243575128248869,0.33680584109898,0.471749512130188,0.467687903007971,0.222547602195071,0.218731974619993,0.106648380998685,0.162171524710496,-3.80868259197911,8
1,76,3.56776137345828,0.0032440508752247,0.258113128584142,1,0.334794315391685,0.560791696848306,0.440855319320283,0.4805686756728,0.273668921043664,0.327507080315215,0.0222220582601208,0.628717985384728,0.0004938198733162,0.395286305146231,0.120648399574742,0.157389643860548,-4.37657515270187,8
1,77,5.12477794338533,0.0006078179262283,0.258113128584142,1,0.282113097183295,0.575703554560439,0.441382131502367,0.480419557095678,0.278937042864503,0.326015894544002,0.929812589678703,0.0244454981009258,0.864551451925015,0.0005975823774023,0.123117826534501,0.156624411662981,-6.05127787700475,8
1,78,4.8808233406356,0.0003560790478323,0.258113128584142,1,0.299936202474382,0.117345063463628,0.441203900449456,0.485003142006646,0.277154732335394,0.371851743653683,0.769965998896536,0.907718587328877,0.59284763945674,0.823953033782332,0.122281748934401,0.180349264032686,-6.58600050000589,8
1,79,5.2447107361267,0.0003555386127958,0.258113128584142,1,0.217757670885314,0.412084778136129,0.442025685765347,0.482055744859921,0.285372585494301,0.342377772186433,0.874902740794905,0.25357751729996,0.765454805850436,0.0643015572800114,0.126142012801749,0.165045171994811,-6.58751939187808,8
1,80,5.22567093733576,0.0006188452141857,0.258113128584142,1,0.42668393200355,0.427260557412892,0.439936423154165,0.481903987067154,0.264479959382477,0.340860194258757,0.97079805010142,0.687542946102972,0.942448854080719,0.472715302735955,0.116354367326686,0.164261886645779,-6.03329806712576,8
1,81,3.09997465582857,0.0005386333292358,0.258113128584142,1,0.102162621171967,0.133603263739819,0.443181636262481,0.484840560003884,0.564403298452025,0.386918690696144,0.355022447005706,0.197050597370424,0.126040937877919,0.0388289379240411,0.250133177319909,0.187593874673088,-6.17211819097954,9
1,82,4.9884042215525,0.0013040043714672,0.258113128584142,1,0.531946694317798,0.0592945164982396,0.438883795531022,0.4855836474763,0.521424891137441,0.394349565420302,0.79780683143554,0.435649425742755,0.636495740285217,0.189790422149993,0.22884493530675,0.191489700357484,-5.28795815584936,9
1,83,5.46852229479684,0.0020576970886149,0.258113128584142,1,0.549266693377399,0.634366751158752,0.438710595540426,0.479832925129695,0.519692891231481,0.336842341954251,0.95302074669606,0.22725336875587,0.908248543633115,0.0516440936108913,0.227994777810289,0.161628046247445,-4.83181053238354,9
1,84,6.23320327129661,0.0019881914356636,0.258113128584142,1,0.516215710816309,0.791882694266836,0.439041105366037,0.478257765698614,0.52299798948759,0.321090747643443,0.890689361349954,0.567214694844034,0.79332753842199,0.321732510047011,0.229617615408847,0.153564143554451,-4.86617257249667,9
1,85,3.65435608326015,0.0031001141948671,0.258113128584142,1,0.537140564679979,0.0919935078255568,0.4388318568274,0.485256657563027,0.520905504101223,0.391079666287571,0.302115637811627,0.83258966204716,0.091273858610326,0.693205545347804,0.228589929596353,0.189774011703571,-4.42195902383382,9
1,86,3.91030394936852,0.0106581666160098,0.258113128584142,1,0.576106702462534,0.420252081684806,0.438442195449575,0.481974071824435,0.517008890322968,0.358253808901646,0.0580716642141034,0.242715032403606,0.0033723181845955,0.0589105869546836,0.226678512940151,0.172669047022939,-3.18707155499527,9
1,87,5.50104323763168,0.0010486198455005,0.258113128584142,1,0.554670709253113,0.182866404224145,0.438656555381669,0.484347928599041,0.51915248964391,0.381992376647712,0.891633628306131,0.93513404489957,0.795010527126355,0.874475681930232,0.227729642825015,0.185017216369944,-5.50592310501212,9
1,88,6.54500861187041,0.0341572917701349,0.258113128584142,1,0.963563226516016,0.993791813567968,0.43456763020904,0.476238674505603,0.47826323791762,0.30089983571333,0.828860243151208,0.109428405083657,0.68700930267668,0.011974575839153,0.207837721917962,0.14330013891907,-2.02242188665663,9
1,89,3.84715625537581,0.017233958249039,0.258113128584142,1,0.762418816793524,0.260617794241566,0.436579074306265,0.483570414698867,0.498377678889869,0.37421723764597,0.077489005600402,0.928034717006665,0.0060045459889391,0.861248435969641,0.217581265704644,0.180960384795926,-2.70651621747833,9
1,90,5.03422508528169,0.003459208351377,0.258113128584142,1,0.652703866303574,0.434121343493576,0.437676223811164,0.481835379206347,0.509349173938864,0.356866882720769,0.762137621126879,0.537005213122114,0.580853753536938,0.288374598920327,0.222930023050898,0.171951089761949,-4.31235820898952,9
1,91,4.29248766006225,0.0032777544500296,0.258113128584142,1,0.362217739598444,0.812395818687367,0.440581085078216,0.478052634454409,0.461141793572199,0.482167227076731,0.452304881825768,0.0467211412887046,0.204579706123422,0.0021828650433191,0.203170351786954,0.230501313151609,-4.36623940265623,10
1,92,4.8515688565889,0.0006939978935652,0.258113128584142,1,0.26070192327088,0.415152360259209,0.441596243241491,0.482025069038691,0.471293375204956,0.521891572919547,0.75193102840412,0.0001865831144909,0.565400271476877,3.48132586131372e-08,0.208121383955111,0.251564821467256,-5.91868432538881,10
1,93,4.96919816580016,0.0282897712526401,0.258113128584142,1,0.959953999988159,0.454261685183118,0.434603722474319,0.481633975789451,0.401368167533228,0.517980640427156,0.507531240420439,0.739495414239369,0.25758796000271,0.546853467681056,0.174436099692637,0.249477075230898,-2.21089767222233,10
1,94,5.17397101039358,0.0065442211309344,0.258113128584142,1,0.740394544666404,0.381702186576981,0.436799317027536,0.482359570775513,0.423324113065403,0.52523659028777,0.761094324146512,0.124990584897104,0.579264570248036,0.0156226463129202,0.184907683468256,0.253352896246803,-3.67481558156887,10
1,95,5.2009693404078,0.000598336702823,0.258113128584142,1,0.158330102826276,0.76628852278218,0.442619961445937,0.478513707413461,0.481530557249416,0.48677795666725,0.687527607184712,0.530225383246,0.472694210641135,0.281138957038368,0.213135036684777,0.232929924731995,-6.06699960698503,10
1,96,4.56403380215276,0.0004892810769009,0.258113128584142,1,0.236558827500526,0.254472126625046,0.441837674199195,0.483631871375032,0.473707684781991,0.537959596282964,0.756658481010433,0.162857110963383,0.572532056885016,0.0265224385913398,0.20930190169436,0.260174406274486,-6.26821612695315,10
1,97,5.01472913218067,0.0052256086619009,0.258113128584142,1,0.521876445233518,0.686171462006406,0.438984498021865,0.479314878021219,0.445175923008692,0.494789662744828,0.315702240565159,0.622241339221813,0.0996679046978617,0.387184284236555,0.195425329093391,0.237160046844697,-3.89982669031798,10
1,98,3.9707951428866,0.0007542668694967,0.258113128584142,1,0.159538818413766,0.453488453734168,0.442607874290063,0.481641708103941,0.481409685690667,0.518057963572051,0.510009179009435,0.0228880947772353,0.260109362673878,0.0005238648825317,0.213075717646193,0.249518322471692,-5.83540700697133,10
1,99,4.79326794119019,0.0381558117095819,0.258113128584142,1,0.855172415307394,0.841542481734398,0.435651538321126,0.477761167823939,0.411846326001304,0.479252560772028,0.363649218482594,0.365452677330422,0.132240754103002,0.133555659367974,0.179421485474372,0.228968263117057,-1.91171988718212,10
