1885,1,21.2170429229736,9,81,41,0,3,8,7,7,12
240,1,18,24,576,51,0,1,10,12,7,12
1729,1,11.8999185562134,12,144,33,0,0,16,12,12,12
1850,1,26.7519550323486,13,169,52,0,0,12,10,10,12
2033,1,12.1499614715576,29,841,58,0,0,7,7,9,9
608,1,10.199990272522,11,121,34,2,4,9,0,0,10
1153,1,8.12001514434814,13,169,31,0,1,12,7,10,12
2208,1,10.6599645614624,19,361,48,0,1,12,12,14,12
252,1,18.1000099182129,2,4,32,0,2,12,7,7,12
337,1,8.59998607635498,24,576,49,0,0,17,3,3,17
90,1,13.664999961853,9,81,32,2,2,14,10,12,15
1174,1,32.3499603271484,6,36,58,0,0,16,7,12,12
372,1,12.0850057601929,22,484,50,0,0,12,12,7,6
30,1,12.1499996185303,30,900,60,0,0,12,12,17,14
1800,1,17.6950206756592,10,100,50,0,1,11,7,3,12
282,1,24.7000007629395,6,36,56,0,0,17,7,7,14
720,1,2.13399195671082,29,841,51,0,0,8,7,7,9
1440,1,20.9500484466553,29,841,54,0,1,17,7,12,17
2100,1,10.5000801086426,36,1296,59,0,0,15,7,7,13
1000,1,10.5500001907349,19,361,46,0,2,10,7,7,9
952,1,45.75,8,64,46,0,1,16,7,12,15
1413,1,13.6320400238037,13,169,39,1,3,8,10,10,12
2100,1,18.2389392852783,16,256,44,0,2,14,7,0,12
120,1,17.0899963378906,11,121,33,2,0,12,12,12,12
3000,1,30.234899520874,15,225,33,1,2,17,10,10,12
1000,1,28.7000007629395,6,36,48,0,2,12,12,7,12
336,1,19.6299953460693,13,169,31,0,4,17,7,7,12
1216,1,12.8249425888062,22,484,45,0,1,12,7,7,12
988,1,23.7999992370605,24,576,45,0,1,10,7,3,12
2581,1,26.3000259399414,2,4,32,0,2,17,14,12,13
2030,1,20.6999073028564,6,36,47,0,0,17,7,7,12
413,1,26.0000038146973,2,4,34,0,2,13,12,12,13
782,1,10.8770208358765,2,4,37,0,1,10,12,7,12
1388,1,25.6120624542236,14,196,36,0,1,12,7,7,12
1450,1,20.9889945983887,9,81,47,1,2,14,7,10,12
1720,1,70.7499313354492,11,121,48,0,1,17,14,14,16
800,1,17.0499992370605,9,81,42,0,2,12,12,7,12
360,1,20.9999961853027,6,36,33,0,3,14,10,12,13
2000,1,8.11999988555908,19,361,46,0,0,8,7,7,11
1176,1,20.8859901428223,26,676,47,0,3,13,7,7,12
2058,1,17.6689186096191,19,361,44,0,1,10,7,10,12
900,1,25.2000293731689,3,9,36,0,4,17,7,7,12
215,1,14.245005607605,7,49,31,2,0,16,12,12,17
2000,1,14.3000001907349,28,784,55,0,0,14,7,7,14
757,1,23.7000102996826,13,169,45,0,1,16,12,7,16
1264,1,45.9999961853027,9,81,47,0,0,17,10,17,17
2064,1,42.9999046325684,15,225,46,0,3,12,10,7,12
1280,1,14.7489995956421,20,400,49,0,0,9,7,7,11
1715,1,16.1500549316406,29,841,49,0,0,14,7,7,12
2000,1,17.7740001678467,9,81,45,0,2,6,7,10,12
12,1,91,1,1,38,1,3,13,12,10,17
1528,1,22.299934387207,8,64,47,0,0,12,7,12,10
561,1,34.6000137329102,19,361,54,0,3,16,7,7,13
2058,1,9.62000179290771,23,529,41,0,0,12,12,12,11
1823,1,10.8999462127686,3,9,43,0,2,14,14,7,12
1680,1,14.4999437332153,13,169,31,1,1,12,12,10,16
1440,1,22.0000152587891,8,64,47,0,0,12,7,7,17
4950,1,17.9000797271729,17,289,35,0,2,12,10,10,12
1176,1,23.6750621795654,4,16,45,0,3,17,7,7,16
1100,1,11.7999601364136,15,225,33,1,0,12,7,7,12
1516,1,16.1419544219971,11,121,54,0,1,12,12,7,16
900,1,18.3999710083008,7,49,35,0,4,12,10,7,8
1080,1,15.4999475479126,0,0,31,1,2,10,7,7,12
480,1,17.3239994049072,0,0,55,0,0,12,7,7,12
288,1,19.2050037384033,10,100,34,0,2,12,12,16,12
1875,1,21.3000621795654,8,64,38,0,1,12,10,12,13
630,1,23.5599956512451,2,4,45,0,1,10,7,7,11
234,1,20.8500003814697,4,16,47,0,1,10,12,3,12
1600,1,26.1499996185303,6,36,39,0,2,11,7,7,12
960,1,17,18,324,36,1,0,13,7,7,14
120,1,20.7200031280518,3,9,33,1,2,14,7,7,12
2025,1,17.0000896453857,22,484,50,0,0,13,7,12,12
1809,1,15.9999980926514,33,1089,58,0,0,14,3,7,12
3087,1,19.5000495910645,28,784,49,0,0,13,12,12,17
910,1,12.0000038146973,23,529,41,0,2,17,16,12,14
1840,1,13.7319116592407,27,729,51,0,1,8,7,14,12
784,1,27.1999912261963,11,121,53,0,0,10,3,7,9
400,1,5.31500005722046,6,36,36,1,2,7,12,7,12
1000,1,16,11,121,46,0,2,12,7,7,12
1904,1,27.8719825744629,14,196,36,0,2,12,12,12,12
1771,1,40.0000114440918,17,289,53,0,1,16,12,12,14
1486,1,15.9000339508057,17,289,40,0,3,16,16,14,16
740,1,27.4999694824219,14,196,42,0,2,16,12,10,17
1820,1,17.0200500488281,11,121,33,1,1,16,12,12,15
1275,1,22.3949394226074,7,49,43,0,3,14,7,7,12
450,1,11.1000003814697,8,64,31,1,0,16,14,16,16
1221,1,32.7000122070312,6,36,47,0,0,16,7,7,17
1550,1,27.7999610900879,8,64,54,0,0,17,10,17,17
180,1,2.19999408721924,4,16,33,1,3,11,7,3,12
2090,1,19.7209510803223,25,625,43,0,0,14,14,10,16
1960,1,9.99998760223389,24,576,46,0,1,13,7,9,13
1440,1,13.1999683380127,11,121,35,0,3,9,7,7,12
794,1,12.7089748382568,19,361,37,0,3,12,12,3,11
993,1,27.3000469207764,9,81,37,0,2,17,12,16,16
160,1,21.2000007629395,19,361,34,0,3,14,17,12,14
105,1,14.4000043869019,14,196,43,1,0,17,7,7,16
1200,1,20.5759601593018,22,484,46,0,0,12,7,7,12
450,1,12.4999904632568,6,36,35,0,3,12,3,7,9
996,1,17.5002155303955,23,529,46,0,0,17,12,12,17
1052,1,44.0000381469727,15,225,46,0,0,16,7,3,14
1128,1,13.1189546585083,6,36,43,0,2,10,7,7,12
1840,1,14.0000562667847,11,121,30,0,0,12,7,7,12
1910,1,9.64508628845215,2,4,41,0,2,9,3,7,11
980,1,17.397045135498,22,484,54,0,1,15,7,7,12
2317,1,7.79988861083984,10,100,31,0,1,9,10,10,12
1089,1,13.1339769363403,14,196,44,0,0,11,10,10,10
800,1,25.6000003814697,12,144,32,0,1,16,12,7,12
1230,1,13.9000253677368,9,81,47,0,0,5,7,12,5
1158,1,19.2979431152344,13,169,46,0,1,17,14,17,17
2272,1,9.20001602172852,18,324,37,0,0,8,10,10,11
528,1,37.9999885559082,8,64,51,0,2,11,7,7,12
1000,1,44,11,121,49,0,1,12,7,7,12
520,1,21.3720245361328,9,81,36,0,4,13,10,12,14
760,1,23.6680202484131,9,81,39,0,1,12,12,7,11
1920,1,9,14,196,48,0,2,8,12,12,12
1220,1,25.199951171875,9,81,38,0,2,17,7,7,14
200,1,21.2199993133545,2,4,40,0,2,12,7,7,12
2480,1,33.969913482666,12,144,39,1,5,17,7,7,10
2750,1,17.0699996948242,15,225,37,0,0,17,12,7,16
2014,1,6.01602363586426,11,121,49,0,1,12,7,14,13
1355,1,17.1000099182129,7,49,33,0,3,17,12,7,12
80,1,8.23700046539307,9,81,30,0,0,16,12,12,12
1670,1,13.3000822067261,19,361,54,0,0,8,12,7,12
520,1,16.000020980835,11,121,39,0,4,12,10,7,11
288,1,12.5399904251099,8,64,43,0,3,12,12,12,12
2014,1,18.0000381469727,13,169,31,0,3,12,10,3,9
800,1,31.2000007629395,4,16,33,0,3,14,12,7,13
1984,1,20.7499103546143,7,49,40,0,3,14,12,12,12
1823,1,11.0999202728271,19,361,36,0,1,9,12,12,12
1500,1,20.6800003051758,14,196,51,0,0,12,7,7,12
2261,1,18.0000095367432,14,196,44,0,1,12,12,7,13
1728,1,32.4300651550293,3,9,42,0,3,14,12,14,16
1960,1,32.900032043457,9,81,40,0,1,8,12,12,12
1578,1,24.1000061035156,7,49,34,1,1,16,12,17,16
1316,1,17.8003921508789,7,49,30,0,0,16,16,17,17
1530,1,20.5000171661377,14,196,54,0,0,12,7,7,12
2220,1,10.4998979568481,29,841,51,0,0,12,16,7,12
1336,1,10.4370346069336,19,361,44,0,2,11,7,10,9
1008,1,18.1949901580811,14,196,43,0,1,9,7,7,12
1944,1,12.8450765609741,16,256,34,0,1,8,10,7,12
2000,1,13.8000001907349,10,100,45,0,0,12,12,7,13
258,1,22.1999950408936,12,144,39,0,0,7,10,3,12
1785,1,6.69994115829468,24,576,50,0,0,10,0,0,12
480,1,6.25001573562622,6,36,52,0,0,12,7,7,12
772,1,15.6000080108643,9,81,41,0,2,12,12,12,12
900,1,3.30000996589661,14,196,59,0,0,7,12,7,10
1428,1,3.67097759246826,26,676,52,0,0,8,10,7,12
210,1,7.78999710083008,7,49,46,0,0,12,12,12,16
239,1,18.2719898223877,4,16,41,1,5,16,3,7,12
1878,1,10.9539794921875,15,225,33,0,2,8,7,7,11
215,1,13.4999923706055,23,529,45,0,0,12,12,12,12
2340,1,11.2000122070312,1,1,36,1,2,8,10,7,10
1960,1,20.9999084472656,29,841,48,0,1,10,7,7,12
532,1,25.6999988555908,9,81,47,0,1,11,7,3,12
394,1,8.93299388885498,6,36,45,0,0,12,7,7,12
675,1,19.1599769592285,11,121,37,0,2,17,7,7,12
1515,1,26.5899868011475,17,289,46,0,4,14,12,10,16
1030,1,22.4000053405762,6,36,43,0,3,16,12,12,17
1250,1,20.632999420166,7,49,42,0,2,17,7,7,12
1158,1,28.2000064849854,2,4,34,1,2,17,12,12,17
112,1,28.7999992370605,24,576,52,0,0,12,7,7,12
336,1,8.99999713897705,4,16,37,0,3,9,10,7,12
1984,1,11.3999423980713,11,121,37,0,1,12,10,7,12
716,1,10.400013923645,25,625,52,0,0,7,7,7,8
1410,1,19.0800552368164,11,121,30,1,0,14,12,12,12
1300,1,9.46603965759277,2,4,31,0,1,12,17,7,13
1640,1,6.50006008148193,19,361,38,0,1,12,7,7,12
1202,1,29.1170139312744,7,49,43,0,3,16,7,7,12
489,1,19.1030197143555,2,4,49,0,1,8,7,7,8
2076,1,16.3499717712402,20,400,55,0,0,10,7,7,12
526,1,32.025016784668,10,100,38,0,2,17,12,14,17
1721,1,16.7000617980957,19,361,52,0,0,16,14,17,17
1327,1,4.81103754043579,17,289,48,0,0,11,7,7,12
584,1,24.6260089874268,12,144,32,0,2,12,12,10,13
1376,1,17.4000129699707,11,121,32,0,1,17,7,7,12
1040,1,13.0250396728516,6,36,38,0,2,17,7,7,12
548,1,19.0069828033447,10,100,46,0,3,12,16,12,12
15,1,14.0299997329712,4,16,40,0,3,9,7,7,12
1980,1,14.8999061584473,2,4,31,0,4,10,10,7,9
1520,1,25.0000553131104,13,169,43,0,1,12,12,9,10
1880,1,10.7000675201416,21,441,51,0,0,12,7,7,12
1260,1,24.2500038146973,9,81,30,1,0,17,16,14,16
1092,1,39.139965057373,4,16,52,0,0,15,10,7,13
1587,1,7.19997310638428,2,4,30,1,5,8,3,3,8
156,1,31.810998916626,19,361,51,0,0,16,16,16,16
1939,1,10.0000476837158,4,16,31,0,2,12,7,3,13
1250,1,20.6599998474121,9,81,34,0,4,12,12,16,12
610,1,13.4999761581421,14,196,49,0,0,17,7,7,11
270,1,25.3799953460693,6,36,35,1,3,17,7,16,13
660,1,18.2749767303467,24,576,53,1,0,12,7,12,12
1000,1,39.2130012512207,1,1,32,0,3,16,12,7,12
1920,1,10.4999361038208,13,169,38,0,3,10,12,7,10
200,1,34.8569984436035,3,9,54,0,0,16,7,12,12
1500,1,28.5019989013672,10,100,47,0,1,8,10,12,17
868,1,12.9999599456787,16,256,45,0,1,14,14,12,15
2318,1,41.3999099731445,9,81,47,0,1,16,16,16,16
2000,1,14.7799997329712,19,361,59,0,0,12,7,7,10
60,1,15.0499982833862,4,16,32,0,1,12,10,9,11
1715,1,29.6999778747559,10,100,45,0,1,17,7,7,12
550,1,16.1650199890137,5,25,40,0,4,12,14,12,12
1960,1,25.2051582336426,7,49,47,0,2,12,14,12,14
44,1,14.1999988555908,3,9,36,1,2,17,12,10,16
1920,1,18.1589679718018,38,1444,56,0,0,14,7,7,14
2540,1,28.9810638427734,16,256,41,0,1,11,7,12,8
156,1,13.3920030593872,13,169,48,0,3,11,3,7,7
780,1,9.17502021789551,1,1,36,1,2,12,7,7,12
3120,1,27.0398483276367,7,49,41,0,0,13,7,3,12
2040,1,13.1499519348145,15,225,41,0,0,12,7,10,14
1610,1,16.4000701904297,10,100,36,0,3,13,12,17,12
215,1,21.299991607666,2,4,37,0,3,12,10,7,12
1120,1,17.2010154724121,19,361,38,0,0,12,7,3,12
846,1,8.56002616882324,25,625,43,0,2,9,3,3,14
3225,1,6.49083995819092,25,625,54,0,0,17,12,12,16
1376,1,12.4999675750732,7,49,38,0,1,12,7,7,12
980,1,27.0000247955322,15,225,30,1,0,16,12,7,12
1838,1,53.5000495910645,11,121,49,0,0,15,7,7,12
1494,1,52.4999465942383,25,625,45,0,1,6,10,10,13
450,1,38.3999786376953,19,361,51,0,0,14,7,7,13
1976,1,13.8919448852539,4,16,34,0,0,7,0,10,10
2012,1,3.89999294281006,14,196,34,0,2,10,7,7,12
561,1,34.1999969482422,19,361,41,0,1,17,10,9,12
1715,1,19.7000789642334,18,324,49,0,1,17,9,9,12
1912,1,18.4999523162842,14,196,32,0,0,14,12,12,12
3686,1,10.9999761581421,11,121,32,0,0,14,12,12,14
1080,1,43.3000106811523,4,16,32,0,2,15,12,12,17
1799,1,18.7600078582764,29,841,47,0,0,10,3,7,10
1984,1,4.80009603500366,21,441,39,0,1,4,9,9,9
1839,1,21.5000019073486,24,576,49,0,0,15,12,12,12
1579,1,28.0399379730225,19,361,37,0,3,14,12,7,12
96,1,26.0000038146973,31,961,59,0,0,15,14,12,16
1920,1,27,28,784,50,0,0,12,7,7,12
1688,1,17.7996883392334,15,225,32,0,1,17,12,12,17
1589,1,17.4019451141357,27,729,46,0,0,16,12,12,12
345,1,19.3099918365479,13,169,43,0,2,17,12,14,17
1521,1,9.99997997283936,4,16,37,0,3,6,7,7,11
1490,1,11.1799802780151,10,100,32,0,2,14,12,14,16
989,1,18.8569564819336,8,64,39,0,1,14,10,10,11
600,1,12.3000202178955,4,16,34,0,2,12,12,12,13
2646,1,13.6771183013916,18,324,39,0,1,8,7,7,11
2149,1,9.55999660491943,3,9,45,0,3,9,7,7,8
320,1,24.4999847412109,11,121,50,0,0,11,3,12,11
1600,1,23.1499996185303,8,64,40,0,1,12,12,7,12
2419,1,15.5908832550049,10,100,30,0,1,12,7,7,10
2005,1,14.4209241867065,33,1089,57,0,0,17,16,12,17
1960,1,17.4549083709717,19,361,39,0,1,12,12,12,12
2147,1,9.80001926422119,35,1225,53,0,0,8,12,12,12
1207,1,17.5744647979736,21,441,48,0,1,17,7,12,17
2000,1,16.5550003051758,7,49,46,0,1,16,14,14,14
1260,1,13.2949743270874,18,324,47,0,0,12,7,10,12
90,1,11.8440027236938,4,16,43,0,1,10,7,7,12
1800,1,46.6450614929199,12,144,47,0,0,16,12,7,12
573,1,14.6999893188477,16,256,47,0,1,12,10,7,12
1825,1,26.0900802612305,14,196,47,0,0,12,7,7,12
75,1,9.89999961853027,3,9,46,0,0,12,3,7,12
1348,1,9.0480260848999,1,1,34,0,4,10,7,7,9
1880,1,30.7500648498535,27,729,48,0,0,12,7,7,10
1240,1,8.49993991851807,12,144,30,0,1,12,10,7,12
848,1,22.2499923706055,6,36,51,0,1,12,7,7,12
150,1,42.9099998474121,9,81,52,0,5,16,7,12,12
2000,1,33.2999992370605,2,4,37,0,2,13,12,12,12
1952,1,13.8199033737183,6,36,32,0,2,12,12,7,12
1456,1,23.6000080108643,9,81,36,0,2,15,12,14,17
1740,1,13.0000677108765,16,256,35,0,2,14,10,10,12
1400,1,20.7499408721924,22,484,45,0,0,16,14,12,17
2000,1,6.30000019073486,26,676,56,0,0,10,7,7,12
1750,1,7.78892469406128,11,121,40,0,2,4,7,7,10
1101,1,10.4700403213501,11,121,45,1,2,14,14,12,12
2000,1,12,15,225,32,0,2,12,10,7,12
1877,1,16.9799156188965,13,169,45,0,0,8,10,10,12
160,1,17.8999996185303,6,36,40,0,2,12,7,12,12
1886,1,15.5399370193481,20,400,38,0,1,8,7,10,12
1446,1,9.88398551940918,17,289,49,0,4,12,7,7,12
1500,1,28.5999507904053,8,64,47,0,1,17,14,14,16
860,1,17.6600112915039,13,169,52,0,0,12,7,7,13
1848,1,25.9999179840088,15,225,34,0,1,16,12,12,13
1678,1,13.6020097732544,14,196,44,0,2,12,14,12,12
160,1,15.8000001907349,14,196,36,0,3,16,14,7,16
108,1,41.0999946594238,6,36,50,0,0,16,14,16,17
1738,1,10.7750415802002,24,576,45,0,0,12,0,0,12
1170,1,9.0000467300415,10,100,44,0,2,13,16,12,14
15,1,24.3989944458008,2,4,57,0,2,10,7,7,12
2088,1,37.3000907897949,9,81,35,0,0,17,12,17,17
2490,1,27.9999485015869,23,529,46,0,0,12,7,7,12
135,1,13.7000026702881,12,144,30,2,1,16,10,12,14
1944,1,17.2099437713623,8,64,42,0,3,12,7,3,12
690,1,14.0000143051147,16,256,34,0,1,13,10,7,12
608,1,35.7550201416016,10,100,45,0,2,16,10,14,17
63,1,23.4999961853027,7,49,35,1,2,16,14,7,16
154,1,31.9999332427979,19,361,40,0,0,17,7,12,16
420,1,17.149995803833,2,4,32,0,1,16,12,12,12
651,1,20.2500247955322,9,81,54,0,0,10,7,7,9
675,1,5.48598480224609,14,196,38,0,3,8,7,7,12
1663,1,25.0750408172607,9,81,43,0,3,12,12,14,12
1680,1,18.2199516296387,16,256,54,0,0,12,14,7,16
180,1,25.9999961853027,7,49,39,0,3,17,12,12,14
1581,1,34.500072479248,6,36,37,0,1,14,7,12,12
1200,1,12.3999996185303,22,484,46,0,2,8,7,7,12
450,1,10.7868499755859,9,81,56,0,0,11,7,7,11
547,1,16.3230075836182,9,81,41,0,3,8,12,7,12
300,1,30.5,14,196,45,0,1,16,16,7,16
975,1,51.2996253967285,17,289,44,0,1,16,3,3,17
1621,1,33.0499725341797,12,144,50,0,1,17,16,12,17
300,1,34.7500114440918,13,169,37,0,5,14,7,7,14
1868,1,16.4000396728516,8,64,44,0,1,12,16,7,12
1803,1,19.7000732421875,10,100,32,0,2,17,7,14,14
2143,1,6.60000276565552,16,256,34,1,1,12,10,10,12
1080,1,9.0200080871582,1,1,32,0,2,10,10,10,10
1352,1,10.4000082015991,6,36,37,0,3,14,10,10,12
537,1,14.5199880599976,4,16,44,0,1,8,10,10,13
352,1,17.1999969482422,8,64,34,0,2,12,12,12,16
200,1,43,4,16,33,1,3,16,10,3,12
2045,1,13.8719596862793,15,225,43,0,3,12,7,7,7
1253,1,-0.029057452455163,7,49,35,0,2,10,16,16,16
1960,1,16.7699432373047,14,196,43,0,1,14,7,7,14
2000,1,7.79999971389771,16,256,34,0,0,12,7,7,12
1960,1,14.5000638961792,15,225,36,0,3,7,7,0,10
2000,1,7.90000009536743,23,529,41,0,2,12,7,7,12
1568,1,79.8000106811523,19,361,41,0,0,17,7,7,16
1225,1,7.17597007751465,4,16,35,0,3,9,10,10,10
780,1,17.5069828033447,12,144,32,1,3,10,10,7,12
480,1,20.6000003814697,12,144,30,0,0,14,12,12,14
1923,1,18.5599155426025,25,625,43,0,0,12,7,7,12
2000,1,9.30000019073486,14,196,54,0,0,6,7,7,6
2110,1,5.12000751495361,14,196,35,0,2,12,7,7,15
1664,1,14.5000381469727,11,121,50,0,0,13,7,7,12
48,1,19.7999992370605,7,49,34,1,1,17,14,16,17
1791,1,18.2999496459961,18,324,52,0,0,12,14,12,14
1404,1,33.9999351501465,4,16,35,0,3,14,7,10,13
1920,1,11.6279363632202,37,1369,55,0,0,8,7,7,6
2141,1,11.8000459671021,13,169,35,0,0,16,7,7,16
1720,1,39.0999755859375,14,196,49,0,1,16,16,16,14
3533,1,18.4300708770752,17,289,38,2,2,9,12,7,15
2000,1,21,5,25,42,0,2,14,7,7,14
800,1,59,2,4,48,0,1,5,7,7,8
3000,1,25.2999992370605,0,0,51,0,0,16,12,12,14
293,1,23.2489910125732,3,9,43,0,2,12,12,10,12
1872,1,24.9280872344971,21,441,43,0,1,12,12,10,12
2058,1,14.7819881439209,20,400,38,0,1,14,10,10,12
1832,1,18.9000282287598,19,361,44,0,1,9,3,7,12
120,1,21,4,16,36,1,3,12,12,10,12
1632,1,10.0000095367432,19,361,38,0,0,12,12,12,12
778,1,29.3099746704102,11,121,47,0,0,8,12,12,8
1984,1,13.1400318145752,14,196,34,0,2,10,7,7,12
225,1,25.089994430542,8,64,40,1,2,17,16,17,17
1960,1,14.5999317169189,13,169,31,0,1,12,12,12,12
444,1,1.20000123977661,24,576,46,0,0,12,10,16,12
384,1,32.0000038146973,1,1,36,0,3,17,10,10,14
1170,1,16.1199703216553,1,1,39,1,2,12,12,16,13
1330,1,26.5000228881836,3,9,36,0,2,12,7,7,17
1350,1,12.7500553131104,4,16,37,0,4,12,7,7,8
480,1,12.8999996185303,21,441,39,0,4,11,7,9,12
1984,1,10.6999750137329,10,100,36,1,3,8,7,3,11
1944,1,14.4340314865112,13,169,49,0,2,16,7,7,12
50,1,23.7089996337891,9,81,45,1,1,10,7,7,12
460,1,15.100004196167,14,196,32,2,0,17,7,7,17
680,1,18.1999759674072,2,4,36,0,5,12,7,7,10
2450,1,22.641056060791,21,441,40,0,1,8,7,7,12
2144,1,21.640079498291,22,484,43,0,2,11,7,7,13
1760,1,23.9999847412109,14,196,33,0,1,12,12,16,12
490,1,16.0000152587891,7,49,30,0,1,11,12,12,12
0,0,21.0249996185303,2,4,49,0,1,15,14,12,12
0,0,23.6000003814697,5,25,30,2,0,16,14,7,16
0,0,22.7999992370605,12,144,30,1,0,17,12,12,12
0,0,35.9099998474121,1,1,41,0,4,16,7,7,12
0,0,21.7000007629395,12,144,45,0,1,16,7,7,12
0,0,21.8229999542236,4,16,43,0,5,13,7,7,12
0,0,31,9,81,42,0,1,15,10,7,13
0,0,15.3000001907349,9,81,60,0,0,12,7,7,12
0,0,12.9250001907349,6,36,57,0,0,12,9,3,12
0,0,15.8299999237061,5,25,38,0,2,8,12,7,10
0,0,30.2000007629395,5,25,56,0,0,12,12,12,12
0,0,16.6000003814697,8,64,32,0,3,7,10,7,12
0,0,11,2,4,49,0,1,6,7,7,7
0,0,15,6,36,55,0,0,12,7,10,12
0,0,20.5279998779297,0,0,36,1,1,14,7,7,9
0,0,13.1260004043579,3,9,44,0,3,12,9,9,12
0,0,15.5500001907349,7,49,44,0,1,12,7,14,10
0,0,18.0100002288818,3,9,35,1,2,17,3,12,14
0,0,18.8740005493164,10,100,44,2,3,10,10,10,14
0,0,24.7999992370605,3,9,45,0,1,12,12,12,12
0,0,17.5,2,4,34,1,0,12,12,17,12
0,0,16.1499996185303,12,144,30,2,0,17,12,12,17
0,0,15.1890001296997,15,225,39,0,1,12,7,3,8
0,0,6,5,25,36,0,2,15,7,7,12
0,0,37.25,4,16,38,0,2,16,10,12,17
0,0,27.7600002288818,10,100,53,0,0,16,10,10,12
0,0,9.09000015258789,1,1,36,0,2,12,7,7,12
0,0,14.5,8,64,32,1,1,12,12,7,12
0,0,19.7000007629395,20,400,51,0,3,12,7,7,9
0,0,16.7880001068115,4,16,38,0,0,11,10,7,11
0,0,18.5200004577637,7,49,33,2,0,12,10,10,12
0,0,20.9500007629395,10,100,54,0,0,12,16,10,12
0,0,7.57399988174438,3,9,38,0,3,12,7,3,9
0,0,10.0270004272461,5,25,30,2,2,14,7,7,11
